ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
0375403582,Rules of the Wild,Francesca Marciano,1998,Random House Inc,General Fiction,"Bibliographic summary: “Rules of the Wild” is classified as General Fiction and was written by Francesca Marciano. It was published by Random House Inc in 1998. Search and recommendation terms derived from the available metadata include: rules, wild, marciano, general, fiction.",English,"rules, wild, marciano, general, fiction",http://images.amazon.com/images/P/0375403582.01.MZZZZZZZ.jpg
0385721420,Three Junes,JULIA GLASS,2003,Anchor,General Fiction,"Bibliographic summary: “Three Junes” is classified as General Fiction and was written by JULIA GLASS. It was published by Anchor in 2003. Search and recommendation terms derived from the available metadata include: three, junes, glass, general, fiction.",English,"three, junes, glass, general, fiction",http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg
0451202341,Back Roads,Tawni O'Dell,2001,Signet Book,General Fiction,"Bibliographic summary: “Back Roads” is classified as General Fiction and was written by Tawni O'Dell. It was published by Signet Book in 2001. Search and recommendation terms derived from the available metadata include: back, roads, o'dell, general, fiction.",English,"back, roads, o'dell, general, fiction",http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg
0743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,General Fiction,"Bibliographic summary: “In Her Shoes : A Novel” is classified as General Fiction and was written by Jennifer Weiner. It was published by Atria Books in 2002. Search and recommendation terms derived from the available metadata include: shoes, weiner, general, fiction.",English,"shoes, weiner, general, fiction",http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg
0385335407,The Kiss,Danielle Steel,2001,Delacorte Press,Romance,"Bibliographic summary: “The Kiss” is classified as Romance and was written by Danielle Steel. It was published by Delacorte Press in 2001. Search and recommendation terms derived from the available metadata include: kiss, steel, romance.",English,"kiss, steel, romance",http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg
0965746828,Home Spun: A Collection,Leon Hale,1997,Winedale Publishing,Cooking & Food,"Bibliographic summary: “Home Spun: A Collection” is classified as Cooking & Food and was written by Leon Hale. It was published by Winedale Publishing in 1997. Search and recommendation terms derived from the available metadata include: home, spun, collection, hale, cooking, food.",English,"home, spun, collection, hale, cooking, food",http://images.amazon.com/images/P/0965746828.01.MZZZZZZZ.jpg
0060923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,1992,Perennial,General Fiction,"Bibliographic summary: “Sweet Hereafter Movie Tie-In : A Novel” is classified as General Fiction and was written by Russell Banks. It was published by Perennial in 1992. Search and recommendation terms derived from the available metadata include: sweet, hereafter, movie, tie, banks, general, fiction.",English,"sweet, hereafter, movie, tie, banks, general, fiction",http://images.amazon.com/images/P/0060923245.01.MZZZZZZZ.jpg
0486272664,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,1992,Dover Publications,History,"Bibliographic summary: “The Rime of the Ancient Mariner and Other Poems” is classified as History and was written by Samuel Taylor Coleridge. It was published by Dover Publications in 1992. Search and recommendation terms derived from the available metadata include: rime, ancient, mariner, other, poems, coleridge, history.",English,"rime, ancient, mariner, other, poems, coleridge, history",http://images.amazon.com/images/P/0486272664.01.MZZZZZZZ.jpg
0786015276,11th Hour,Bradley Warshauer,2003,Pinnacle Books,History,"Bibliographic summary: “11th Hour” is classified as History and was written by Bradley Warshauer. It was published by Pinnacle Books in 2003. Search and recommendation terms derived from the available metadata include: 11th, hour, warshauer, history.",English,"11th, hour, warshauer, history",http://images.amazon.com/images/P/0786015276.01.MZZZZZZZ.jpg
0060913509,In Country RI,Bobbie Ann Mason,1986,Perennial,General Fiction,"Bibliographic summary: “In Country RI” is classified as General Fiction and was written by Bobbie Ann Mason. It was published by Perennial in 1986. Search and recommendation terms derived from the available metadata include: country, mason, general, fiction.",English,"country, mason, general, fiction",http://images.amazon.com/images/P/0060913509.01.MZZZZZZZ.jpg
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,Romance,"Bibliographic summary: “Brazen Virtue” is classified as Romance and was written by Nora Roberts. It was published by Bantam Books in 1996. Search and recommendation terms derived from the available metadata include: brazen, virtue, roberts, romance.",English,"brazen, virtue, roberts, romance",http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg
0440225078,Ghost Moon,Karen Robards,2001,Dell Publishing Company,Horror,"Bibliographic summary: “Ghost Moon” is classified as Horror and was written by Karen Robards. It was published by Dell Publishing Company in 2001. Search and recommendation terms derived from the available metadata include: ghost, moon, robards, horror.",English,"ghost, moon, robards, horror",http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg
0312145543,Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen,1996,St Martins Pr,Mystery & Thriller,"Bibliographic summary: “Brewing Up a Storm: A John Thatcher Mystery” is classified as Mystery & Thriller and was written by Emma Lathen. It was published by St Martins Pr in 1996. Search and recommendation terms derived from the available metadata include: brewing, storm, john, thatcher, mystery, lathen, thriller.",English,"brewing, storm, john, thatcher, mystery, lathen, thriller",http://images.amazon.com/images/P/0312145543.01.MZZZZZZZ.jpg
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,General Fiction,"Bibliographic summary: “Strangers” is classified as General Fiction and was written by Dean R. Koontz. It was published by Berkley Publishing Group in 2002. Search and recommendation terms derived from the available metadata include: strangers, koontz, general, fiction.",English,"strangers, koontz, general, fiction",http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,Avon,General Fiction,"Bibliographic summary: “Milk and Honey (Peter Decker/Rina Lazarus Novels)” is classified as General Fiction and was written by Faye Kellerman. It was published by Avon in 2002. Search and recommendation terms derived from the available metadata include: milk, honey, peter, decker, rina, lazarus, novels, kellerman, general, fiction.",English,"milk, honey, peter, decker, rina, lazarus, novels, kellerman, general, fiction",http://images.amazon.com/images/P/0380732688.01.MZZZZZZZ.jpg
0140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,1999,Penguin Books,General Fiction,"Bibliographic summary: “The Deep End of the Ocean (Oprah's Book Club)” is classified as General Fiction and was written by Jacquelyn Mitchard. It was published by Penguin Books in 1999. Search and recommendation terms derived from the available metadata include: deep, end, ocean, oprah's, club, mitchard, general, fiction.",English,"deep, end, ocean, oprah's, club, mitchard, general, fiction",http://images.amazon.com/images/P/0140286276.01.MZZZZZZZ.jpg
0373484100,Night Tales,Nora Roberts,2000,Silhouette,Romance,"Bibliographic summary: “Night Tales” is classified as Romance and was written by Nora Roberts. It was published by Silhouette in 2000. Search and recommendation terms derived from the available metadata include: night, tales, roberts, romance.",English,"night, tales, roberts, romance",http://images.amazon.com/images/P/0373484100.01.MZZZZZZZ.jpg
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,General Fiction,"Bibliographic summary: “A Thousand Acres (Ballantine Reader's Circle)” is classified as General Fiction and was written by JANE SMILEY. It was published by Ballantine Books in 1992. Search and recommendation terms derived from the available metadata include: thousand, acres, ballantine, reader's, circle, smiley, general, fiction.",English,"thousand, acres, ballantine, reader's, circle, smiley, general, fiction",http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg
0553107305,Chopping Spree,DIANE MOTT DAVIDSON,2002,Bantam,General Fiction,"Bibliographic summary: “Chopping Spree” is classified as General Fiction and was written by DIANE MOTT DAVIDSON. It was published by Bantam in 2002. Search and recommendation terms derived from the available metadata include: chopping, spree, davidson, general, fiction.",English,"chopping, spree, davidson, general, fiction",http://images.amazon.com/images/P/0553107305.01.MZZZZZZZ.jpg
080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,General Fiction,"Bibliographic summary: “Four Blondes” is classified as General Fiction and was written by Candace Bushnell. It was published by Grove Press in 2001. Search and recommendation terms derived from the available metadata include: four, blondes, bushnell, general, fiction.",English,"four, blondes, bushnell, general, fiction",http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg
0515127833,River's End,Nora Roberts,2003,Jove Books,Romance,"Bibliographic summary: “River's End” is classified as Romance and was written by Nora Roberts. It was published by Jove Books in 2003. Search and recommendation terms derived from the available metadata include: river's, end, roberts, romance.",English,"river's, end, roberts, romance",http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg
0345441133,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,General Fiction,"Bibliographic summary: “Summer Island” is classified as General Fiction and was written by KRISTIN HANNAH. It was published by Ballantine Books in 2002. Search and recommendation terms derived from the available metadata include: summer, island, hannah, general, fiction.",English,"summer, island, hannah, general, fiction",http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg
0515134279,The Straw Men,Michael Marshall,2002,Jove Books,General Fiction,"Bibliographic summary: “The Straw Men” is classified as General Fiction and was written by Michael Marshall. It was published by Jove Books in 2002. Search and recommendation terms derived from the available metadata include: straw, men, marshall, general, fiction.",English,"straw, men, marshall, general, fiction",http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg
